product_id,name,price,categories,brand
DS740000_UD,"Kit Grooming Pelo Corto gatos Catit, Tipo Kit",46.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS741370_UD,"Cabrio Transport Cherry gatos Catit, Tamaño 51 x 33 x 35 cms",79.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS742001_UD,"Vesper Rocket descanso gatos Catit, Color Azul",63.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS742002_UD,"Vesper Rocket descanso gatos Catit, Color Gris",63.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS743001_UD,"Play Circuito Masajeador gatos Catit, Color Azul",24.47,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS743002_UD,"Play Circuito Germinador gatos Catit, Color Verde",23.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS743010_UD,"Play Treat Puzzle gatos Catit, Tamaño 40 x 40 x 11 cms",18.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS743144_UD,"Senses 2.0 Ball Dome gatos Catit, Color Verde",36.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS744013_UD,"Mantel con Comedero gatos Catit, Color Gris",17.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS744071_UD,"Arenero Magic Blue Jumbo gatos Catit, Tamaño 57 x 46,5 x 43 cms",39.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS744144_UD,"Go Natural Arena Guisantes Vainilla gatos Catit, Peso 5.6 Kg",25.36,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS744146_UD,"Go Natural Arena Guisantes Lavanda gatos Catit, Peso 5.6 Kg",25.36,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS744485_UD,"Catit Snacks Nibbly Grills Pollo & Gambas golosinas gatos, Unidades 12 x 30 grs",25.25,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS752042_UD,"Vesper mueble rascador Base gatos Catit, Color Nogal",120.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752045_UD,"Vesper High Base Nogal gatos Catit, Tamaño 68,5 x 56 x 120 cms",189.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752046_UD,"Vesper High Base Negro gatos Catit, Tamaño 68,5 x 56 x 120 cms",175.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752048_UD,"Vesper Rascador Doble Nogal gatos Catit, Tamaño 86 x 65 x 103 cms",155.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752071_UD,"Vesper Play Center Nogal gatos Catit, Tamaño 44 x 37 x 23,5 cms",44.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752072_UD,"Vesper Play Center Blanco gatos Catit, Tamaño 44 x 37 x 23,5 cms",44.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752075_UD,"Vesper Box Pequeño gatos Catit, Color Nogal",83.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752076_UD,"Vesper Box Pequeño gatos Catit, Color Blanco",78.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752077_UD,"Vesper Box Grande gatos Catit, Color Nogal",94.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752091_UD,"Vesper Cubo Gris gatos Catit, Tamaño 47,5 cms",94.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752094_UD,"Vesper Cubo Tower Gris gatos Catit, Tamaño 87 cms",130.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752101_UD,"Vesper Minou gatos Catit, Tamaño 36 x 36,5 x 40,5 cms",76.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752111_UD,"Vesper Cottage Blanco descanso gatos Catit, Tamaño 50 x 50 x 49cms",89.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752114_UD,"Vesper Cabana descanso gatos Catit, Tamaño 50 x 50 x 53 cms",74.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752173_UD,"Respuesto Alfombra rascar superior del Vesper Tower gatos, Tamaño 33,5x57,5cm",18.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS752223_UD,"Chaleco Refrescante perros Pawise, Tallas L",22.95,"Liquidaciones, Integración, Petuluku, NOR",Pawise
DS753521_UD,"Arnés de Entrenamiento Anti Tirones perros Pawise, Tamaño X-Pequeño",10.95,"Liquidaciones, Integración, Petuluku, NOR",Pawise
DS753523_UD,"Arnés de Entrenamiento Anti Tirones perros Pawise, Tamaño Mediano",12.95,"Liquidaciones, Integración, Petuluku, NOR",Pawise
DS753524_UD,"Arnés de Entrenamiento Anti Tirones perros Pawise, Tamaño Grande",13.95,"Liquidaciones, Integración, Petuluku, NOR",Pawise
DS753531_UD,"Correa Nylon Multi posición control perros Pawise, Tamaño 1,5 x 182 cm",12.95,"Liquidaciones, Integración, Petuluku, NOR",Pawise
DS755361_UD,"Arnés y Correa Rojo gatos Catit, Tallas S",13.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS755362_UD,"Arnés y Correa Negro gatos Catit, Tallas S",13.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS755364_UD,"Arnés y Correa Azul gatos Catit, Tallas S",13.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS755371_UD,"Arnés y Correa Rojo gatos Catit, Tallas M",14.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS755372_UD,"Arnés y Correa Negro gatos Catit, Tallas M",15.95,"Liquidaciones, Integración, Petuluku",Catit
DS755374_UD,"Arnés y Correa Azul gatos Catit, Tallas M",15.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS755381_UD,"Arnés y Correa Rojo gatos Catit, Tallas L",19.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS755382_UD,"Arnés y Correa Negro gatos Catit, Tallas L",19.95,"Liquidaciones, Integración, Petuluku, NOR",Catit
DS755384_UD,"Arnés y Correa Azul gatos Catit, Tallas L",19.95,"Liquidaciones, Integración, 8.01, Petuluku",Catit
DS756143_UD,Optima Nova Puppy Medium Chicken 12Kg,65.25,"Perro, Alimento Seco",Optimanova
DS756146_UD,Optima Nova Puppy Large Chicken 12Kg,65.25,"Perro, Alimento Seco",Optimanova
DS756153_UD,OPTIMA NOVA Adult Medium Chicken 12 kg,48.95,"Liquidaciones, Integración, 8.01, Petuluku",-
DS756156_UD,Optima Nova Adult Large Pollo/Arroz 12Kg,51.95,"Perro, Alimento Seco",Optimanova
DS756174_UD,OPTIMA NOVA Adult Sensitive Salmón 12 kg,65.95,"Liquidaciones, Integración, Petuluku, NOR",-
DS756182_UD,OPTIMA NOVA Adult Obesity 12 kg,63.95,"Liquidaciones, Integración, 8.01, Petuluku",-
DS756185_UD,Optima Nova Adult Mobility 12Kg,57.95,"Perro, Alimento Seco",Optimanova
DS758571_UD,"Cama Radiador gatos gatos Pawise, Tamaño 50 x 38 cm",25.95,"Liquidaciones, Integración, 8.01, Petuluku",Pawise
DS758574_UD,"Cama para Ventanas gatos Pawise, Tamaño 28,8 x 13,8 cm",35.95,"Liquidaciones, Integración, 8.01, Petuluku",Pawise
DS770621_UD,"Barrera de seguridad para cachorro perros Dogit, Tamaño 71 x 111,5 x 45,5 cms",48.95,"Liquidaciones, Integración, 8.01, Petuluku",Dogit
DS770622_UD,"Barrera de seguridad para cachorro perros Dogit, Tamaño 122 X 203 X 45,5cms",61.95,"Liquidaciones, Integración, 8.01, Petuluku",Dogit
DS770624_UD,"Barrera de seguridad perro adulto perros Dogit, Tamaño 75 x 127 x 81 cms",59.95,"Liquidaciones, Integración, 8.01, Petuluku",Dogit
DS776600_UD,"Pet Voyageur Transportin Azul perros Dogit, Tamaño Pequeño",27.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS776609_UD,"Pet Voyageur Transportin Fucsia perros Dogit, Tamaño Pequeño",27.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS776610_UD,"Pet Voyageur Transportin Azul perros Dogit, Tamaño Mediano",31.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS776619_UD,"Pet Voyageur Transportin Fucsia perros Dogit, Tamaño Mediano",31.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS776620_UD,"Pet Voyageur Transportin Naranja perros Dogit, Tamaño Pequeño",31.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS776636_UD,"Pet Voyageur Transportin Gris perros Dogit, Tamaño Extra Grande",46.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS777557_UD,"Explorer Bolso Tote 46 x 30 x 30 cm [Tres colores] perros Dogit, Color Gris",54.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS777566_UD,"Zeus Caseta para perros de Tela perros, Tamaño 61 x 42 x 42 cm",61.95,"Liquidaciones, Integración, Petuluku, NOR",Zeus
DS777567_UD,"Zeus Caseta para perros de Tela perros, Tamaño 81 x 58 x 58 cm",94.95,"Liquidaciones, Integración, Petuluku, NOR",Zeus
DS780883_UD,"Rascador para esquinas Gris para gatos, Tamaño 50 cm",15.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS781290_UD,"Cinturón de seguridad para perros, Tallas 30-70 cm",11.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS781293_UD,"Cinturón de seguridad para perros, Tallas 80-110 cm",12.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782131_UD,Golosinas para perros Twist con pollo enrollado 13 cm,27.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782601_UD,"Hueso prensado piel (bolsa de 25 unidades) para perros, Tamaño 11 cms",14.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782603_UD,"Hueso prensado piel (bolsa de 25 unidades) para perros, Tamaño 15 cms",29.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS782605_UD,"Hueso prensado piel (bolsa de 10 unidades) para perros, Tamaño 21 cms",26.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782607_UD,"Hueso prensado piel (bolsa de 5 unidades) para perros, Tamaño 32 cms",28.61,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782625_UD,"Pelota piel beisbol 10 unidades snack para perros, Tamaño 8 cm",26.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS782707_UD,"Morro de cerdo snack para perros, Unidades 15 unidades",19.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS782744_UD,"Hueso relleno de Carne para perros, Unidades 20 unidades",28.55,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS783910_UD,"Jaula para perros acero inoxidable, Tamaño 61x44x54 cm",64.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS783911_UD,"Jaula para perros acero inoxidable, Tamaño 75,5x56,5x63 cm",98.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS783913_UD,"Jaula para perros acero inoxidable, Tamaño 108x72,5x79 cm",119.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS784335_UD,"Rascador Tarragona para gatos, Tamaño 30 x 30 x 60 cm",25.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS784387_UD,"Rascador Azul / Naranja para gatos, Tamaño 50 x 50 x 103 cm",42.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS784388_UD,"Rascador Barcelona para gatos, Tamaño 135 x 55 x 55 cm",79.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS785595_UD,"Nervio de Toro Extra 12cm snack para perros, Unidades 50 unidades",99.5,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS785957_UD,"Pajarera Ischia, Tamaño 60x60x167 cm",195.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS786926_UD,"Jaula Fuerteventura para hamsters, Tamaño 40x26x26 cm",43.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS788425_UD,"Cama cuadrada Bulldog perros y gatos, Tamaño 50x45x17cm",15.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS788426_UD,"Cama cuadrada Bulldog perros y gatos, Tamaño 60x55x18cm",20.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789041_UD,"Arnés para perros Xtreme Dog Camo Azul, Tallas 44-57 cm",14.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789061_UD,"Arnés para perros Xtreme CLASSIC Dog Negro, Tallas 40-53 cm",10.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS789067_UD,"Arnés para perros Xtreme CLASSIC Dog Rojo, Tallas 40-53 cm",12.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789548_UD,"Collar piel puas triple negro para perros, Tallas 4 x 61 cm",14.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS789549_UD,"Collar piel puas triple negro para perros, Tallas 4 x 70 cm",20.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789551_UD,"Collar piel puas negro para perros, Tallas 3.5 x 65 cm",10.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789552_UD,"Collar piel puas negro para perros, Tallas 4 x 75 cm",12.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS789897_UD,"Arnés para perros Xtreme Dog Rojo, Tallas 83-117 cm",27.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789900_UD,"Arnés para perros Xtreme Dog Azul, Tallas 70-95 cm",20.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS789901_UD,"Arnés para perros Xtreme Dog Azul, Tallas 80-110 cm",24.95,"Liquidaciones, Integración, 8.01, Petuluku",Arquivet
DS789902_UD,"Arnés para perros Xtreme Dog Azul, Tallas 83-117 cm",26.95,"Liquidaciones, Integración, Petuluku, NOR",Arquivet
DS791250_UD,"Hoja de escurrimiento perros Le Salon Essentials, Tamaño Grande",10.95,"Liquidaciones, Integración, 8.01, Petuluku",Le Salon
DS791256_UD,"Cortauñas perros Le Salon Essentials, Tallas L",10.95,"Liquidaciones, Integración, Petuluku",Le Salon
DS791263_UD,"Cepillo autolimpiante perros Le Salon Essentials, Color Rojo",12.95,"Liquidaciones, Integración, Petuluku, NOR",Le Salon
DS791400_UD,"Zeus Fuente para perros H2EAU, Capacidad 6 L",47.95,"Liquidaciones, Integración, Petuluku, NOR",Zeus
DS792675_UD,ALPHA DE ZEUS Bozal Talla 5,16.95,"Liquidaciones, Integración, Petuluku, NOR",Alpha Spirit
DS796411_UD,"Zeus Mini Bebedero para perros Fuente, Capacidad 1,5 L",28.95,"Liquidaciones, Integración, 8.01, Petuluku",Zeus
DS798506_UD,"Comedero Acero Inox con Ventosa perros Dogit, Capacidad 900 ml",10.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS798510_UD,"Comedero Acero Inox Anti Deslizante Azul perros Dogit, Capacidad 350 ml",12.95,"Liquidaciones, Integración, 8.01, Petuluku",Dogit
DS798511_UD,"Comedero Acero Inox Anti Deslizante Azul perros Dogit, Capacidad 560 ml",13.95,"Liquidaciones, Integración, Petuluku, NOR",Dogit
DS798512_UD,"Comedero Acero Inox Anti Deslizante Azul perros Dogit, Capacidad 1,15 Lts",15.95,"Liquidaciones, Integración, 8.01, Petuluku",Dogit
DS801148_UD,"Nayeco Manta gel refrescante color Azul, Tamaño 90x105 cm",22.95,"Liquidaciones, Integración, Petuluku, NOR",Nayeco Complementos
DS801767_UD,"Nayeco Manta gel refrescante color coral, Tamaño 90x105 cm",22.95,"Liquidaciones, Integración, 8.01, Petuluku",Nayeco Complementos
DS803211_UD,savic Dog Barrier para Perro,100.43,"Liquidaciones, Integración, Petuluku, NOR",savic
DS811132_UD,Preventef collar antiparasitario,12.86,"Liquidaciones, Integración, Petuluku, NOR",virbac
DS811338_UD,"virbac Pronefra para Perro, Cantidad 60 ml",23.5,"Liquidaciones, Integración, Petuluku",virbac
DS824419_UD,"Buster Collar inflable para perros [6 Tallas], Talla XS",19.27,"Liquidaciones, Integración, Petuluku",Kruuse
DS824420_UD,"Buster Collar inflable para perros [6 Tallas], Talla XXL",36.29,"Liquidaciones, Integración, Petuluku",Kruuse
DS839988_UD,"Bocaditos en Salsa con Salmón y Pollo, Peso 85 Gr., Unidades 8 unidades",13.5,"Liquidaciones, Integración, 8.01, Petuluku",Gourmet Gold
DS861329_UD,"Taste Of The Wild Pine Forest Venado, Verduras y Hortalizas, Peso 12.2 Kg",55.76,"Liquidaciones, Integración, Petuluku",Taste Of The Wild
DS861334_UD,"Taste Of The Wild Pine Forest Venado, Verduras y Hortalizas",35.96,"Liquidaciones, Integración, Petuluku",Taste Of The Wild
DS901090_UD,"Royal Canin Veterinary Diets Urinary S/O 410gr  Húmedo, Unidades 12 Unidades.",38.95,"Liquidaciones, Integración, 8.01, Petuluku",Royal Canin Veterinary Diets
DS902964_UD,Trainer Natural Adult con Pollo,30.39,"Liquidaciones, Integración, Petuluku",Trainer
DS906227_UD,Colchon Nubes Azul 76x51x17cm,23.95,"Liquidaciones, Integración, Petuluku, NOR",Yagu
DS914099_UD,"HAPPY DOG Irland Pienso Perro Supreme Sensible Salmon y Conejo 12,5kg",49.16,"Liquidaciones, Integración, Petuluku, NOR",Happy Dog
DUP80854_UD,Dupla Fish Dupla Ground Colour Brown Chocolate 1-2 mm 10 Kg,32.95,"Pez, Decoracion Grava y Arena, F",Dupla
DVS09943_UD,Taber Champú Antiparasitario Para Perro 0.750 L,14.95,"Perro, F, C - digital, Salud Cuidado Especifico",Taber
DVS11261_UD,PRODEN Plaque Off higiene dental 40gr,22.95,"Perro, Cuidado Dental, 1.PER",Divasa
DVS14215_UD,Divasa Proteco Champú Repelente De Insectos Para Perro Y Gato 0.750 L,15.95,"Perro, F, C - digital, Salud Cuidado Especifico",Divasa
ECU03514_UD,Ecuphar Kiltix Collar Antiparasitario Perros De 3 A 10kg,17.95,"Perro, F, Salud Antiparasitario, C - digital",Ecuphar
ECU03515_UD,Ecuphar Kiltix Collar Antiparasitario Perros De 11 A 20kg,18.95,"Perro, F, Salud Antiparasitario, C - digital",Ecuphar
ECU03516_UD,Ecuphar Kiltix Collar Antiparasitario Perros De + 20kg,21.99,"Perro, F, Salud Antiparasitario, C - digital",Ecuphar
ECU03671_UD,Ecuphar Advantage 40 Gato 1-4 Kg 4 Pipetas.,24.99,"Gato, F, B - digital, Salud Antiparasitario",Ecuphar
ECU03672_UD,Ecuphar Advantage 80 Gato +4kg 4 Pipetas.,25.99,"Gato, F, C - digital, Salud Antiparasitario",Ecuphar
ECU40082_UD,Dermocanis Dermocare Espuma Seca Champú Para Perros Y Gatos 250 Ml,21.95,"Perro, Belleza Champu y Colonia, F, C - digital",Ecuphar
EHE12240_UD,EHEIM aquastar 54 LED negro - set de acuario completo,106.95,"Pez, Habitat Acuario, C",Eheim
ELA00072_UD,Elanco Capstar 1-11 Kg  Para Perros Pequeños Y Gatos 1-11 Kg,14.95,"Perro, F, Salud Antiparasitario, AA - digital",Elanco
ELA00073_UD,Elanco Capstar Para Perros Grandes 57 Mg,15.95,"Perro, F, Salud Antiparasitario, AA - digital",Elanco
ELA97435_UD,"0,5-2 kg Antiparasitario Masticable Adtab Para Gato 1 Comprimido 0,5-2 Kg",14.95,"Gato, Salud Antiparasitario, D",Elanco
ELA97436_UD,2-8 kg Antiparasitario Masticable Adtab Para Gato 1 Comprimido 2-8 Kg,15.5,"Gato, Salud Antiparasitario, D",Elanco
ELA97451_UD,"1,3-2,5 kg Antiparasitario Masticable Adtab Para Perro 1 Comprimido 1,3-2,5 Kg",11.1,"Perro, Salud Antiparasitario, D",Elanco
ELA97452_UD,"2,5-5,5 kg Antiparasitario Masticable Adtab Para Perro 1 Comprimido 2,5-5,5 Kg",11.25,"Perro, Salud Antiparasitario, D",Elanco
ELA97453_UD,"5,5-11 kg Antiparasitario Masticable Adtab Para Perro 1 Comprimido 5,5-11 Kg",11.95,"Perro, Salud Antiparasitario, D",Elanco
ELA97454_UD,11-22 kg Antiparasitario Masticable Adtab Para Perro 1 Comprimido 11-22 Kg,13.3,"Perro, Salud Antiparasitario, D",Elanco
ELA97455_UD,22-45 kg Antiparasitario Masticable Adtab Para Perro 1 Comprimido 22-45 Kg,14.5,"Perro, Salud Antiparasitario, D",Elanco
EUK11979_UD,EUKANUBA Adulto Medium 12Kg,51.95,"Perro, Alimento Seco, F",Eukanuba
EUK12004_UD,"Eukanuba Adulto Razas Medianas, Peso 15 Kg",40.95,"Perro, Alimento Seco, F, AA - digital",Eukanuba
EUK12171_UD,EUKANUBA Active Adulto Large 12Kg,49.95,"Perro, Alimento Seco, F",Eukanuba
EUK12174_UD,"Eukanuba Adulto Razas Grandes, Peso 15 Kg",40.95,"Perro, Alimento Seco, F, AA - digital",Eukanuba
EUK12993_UD,12 kg Eukanuba Dog Dermatosis Fp,47.49,"Perro, F, Dieta Seca, AA - digital",Eukanuba
EUK14603_UD,EUKANUBA Junior Large 12Kg,56.95,"Perro, Alimento Seco, F",Eukanuba
EUK91171_UD,EUKANUBA Puppy Junior Medium 12Kg,57.95,"Perro, Alimento Seco, F",Eukanuba
EYC48505_UD,Edgar&Cooper Dog Adult Salmon Noruego 2.5 Kg,19.95,"Perro, C, Alimento Seco",Edgar&Cooper
EYC48506_UD,Edgar&Cooper Dog Adult Salmon Noruego 7 Kg,46.95,"Perro, C, Alimento Seco",Edgar&Cooper
EYC48803_UD,Edgar&Cooper Cat Adult Pollo Corral 1.75 Kg,19.95,"C, Gato, Alimento Seco",Edgar&Cooper
EYC48805_UD,Edgar&Cooper Cat Adult  Pescado Blanco 1.75 Kg,22.95,"Gato, Alimento Seco, D",Edgar&Cooper
FAR03609_UD,Farmina ND Dog Prime Grain free Medium Maxi Jabalí pienso para perros,73.5,"Perro, D - digital, Alimento Seco, F",Farmina
FAR03623_UD,"2,5 Kg. Pienso Para Perros Con Pollo Farmina Nd Dog Ancestral Grain Medium Maxi",25.9,"Perro, Alimento Seco, F, C - digital",Farmina
FAR03624_UD,12 Kg Pienso Para Perros Con Pollo Farmina Nd Dog Ancestral Grain Medium Maxi,59.9,"Perro, Alimento Seco, F, AA - digital",Farmina
FAR03658_UD,Farmina ND Dog Ocean Ancestral Grain Mini Bacalao pienso para perros,10.5,"Perro, Alimento Seco, F, C - digital",Farmina
FAR03660_UD,Farmina ND Dog Ocean Ancestral Grain Mini Bacalao pienso para perros,44.5,"Perro, Alimento Seco, F, C - digital",Farmina
FAR03813_UD,12 + 3 Kg ¡Gratis! Pienso Para Perros Con Pollo Farmina Nd Dog Ancestral Grain Medium Maxi 12 + 3 Kg ¡gratis!,59.9,"Perro, AAA - digital, Alimento Seco, F",Farmina
FAR10201_UD,Farmina ND Cat Ocean Lubina y Sardina comida húmeda para gatos 12x80grs,15.95,"D - digital, Gato, F, Alimento Humedo",Farmina
FAR10215_UD,Farmina ND Cat Quinoa Skin Coat Arenque comida húmeda para gatos 12x80grs,16.95,"Gato, F, C - digital, Alimento Humedo",Farmina
FAR10246_UD,Farmina ND Dog Ocean Arenque y Gambas comida húmeda para perros 6x285grs,18.5,"Perro, F, C - digital, Alimento Humedo",Farmina
FAR10248_UD,Farmina ND Dog Ocean Lubina y Calamar comida húmeda para perros 6x285grs,18.5,"Perro, F, C - digital, Alimento Humedo",Farmina
FAR10507_UD,Farmina ND Cat Pumpkin Pollo comida húmeda para gatos 12x80grs,15.95,"Gato, F, C - digital, Alimento Humedo",Farmina
FAR10515_UD,Farmina ND Cat Quinoa Skin Coat Codorniz comida húmeda para gatos 12x80grs,15.95,"Gato, F, C - digital, Alimento Humedo",Farmina
FAT02507_UD,Fiprosmet Pipetas Antiparasitarias Para Gatos Y Hurones 6 Pipetas,17.95,"Gato, F, B - digital, Salud Antiparasitario",Fatro
FAT02510_UD,Fiprosmet Pipetas Antiparasitarias Para Perros 6pip Perros Grandes,33.99,"Perro, D - digital, F, Salud Cono y Traje Recuperacion",Fatro
FAT25081_UD,Fiprosmet Pipetas Antiparasitarias Para Perros 6pip Perros Pequeños,19.95,"Perro, D - digital, F, Salud Antiparasitario",Fatro
FAT25098_UD,Fiprosmet Pipetas Antiparasitarias Para Perros 6pip Perros Medianos,27.99,"Perro, D - digital, F, Salud Antiparasitario",Fatro
FAT34458_UD,Fatro Spray Antiparasitário Flee 0.400 L,16.95,"Perro, F, Salud Antiparasitario, C - digital",Fatro
FER02309_UD,"Collar Estrangulador para perros Chrome Cs Ferplast, Tallas 60 Cms",10.99,"Perro, C, Outdoor Paseo, C - digital",FERPLAST
FER02315_UD,"Collar Estrangulador para perros Chrome Csp Ferplast, Tallas 58 Cms",10.73,"Perro, D - digital, F, Outdoor Paseo",FERPLAST
FER02318_UD,"Collar Semiadiestramiento Chrome Ferplast, Tallas 44 - 52 Cms",11.56,"Perro, D - digital, F, Outdoor Paseo",FERPLAST
FER02320_UD,"Collar Semiadiestramiento Chrome Ferplast, Tallas 48 - 56 Cms",14.04,"Perro, D - digital, F, Outdoor Paseo",FERPLAST
FER02321_UD,"Collar Semiadiestramiento Chrome Ferplast, Tallas 54 - 62 Cms",16.52,"Perro, D - digital, F, Outdoor Paseo",FERPLAST
FER02323_UD,"Collar Adiestramiento Chrome C perro y gato Ferplast, Tallas 35-50 Cms",19,"Perro, C, C - digital, Outdoor y Entrenamiento",FERPLAST
FER02327_UD,"Collar Adiestramiento Chrome C perro y gato Ferplast, Tallas L",20.65,"Perro, D - digital, F, Outdoor Paseo",FERPLAST
FER05680_UD,Puerta Para Gatos Ferplast Marron Swing Llave 7  Set 1 Unidad.,59.99,"Accesorio Puerta y Red, Gato, D",Ferplast
FER11605_UD,Puerta Para Gatos Ferplast Swing Microchip Marron 1 Unidad.,200.99,"Accesorio Puerta y Red, Gato, D",Ferplast
FER12524_UD,Collar Night Reflectante Para Perros Ferplast S,14.99,"Perro, D - digital, F, Outdoor y Entrenamiento",Ferplast
FER12525_UD,Collar Night Reflectante Para Perros Ferplast M,15.99,"Perro, D - digital, F, Outdoor y Entrenamiento",Ferplast
FER12526_UD,Collar Night Reflectante Para Perros Ferplast L,15.99,"Perro, D - digital, F, Outdoor y Entrenamiento",Ferplast
FER13208_UD,"Bolso Ferplast With Me Bag Gris Para Perro, Unidades 1 Unidad.",49.99,"Perro, Viaje Mochilas y Bolsos, F, C - digital",FERPLAST
FER14683_UD,Puerta Para Perros Y Gatos Ferplast Swing Microchip Blanca Large 1 Unidad.,239.99,"Accesorio Puerta y Red, Gato, D",Ferplast
FER17157_UD,"Comedero Acero Inoxidable Ferplast Jolie Negro, Capacidad 850 ml",10.99,"Perro, F, C - digital, Accesorios Comederos",FERPLAST
FLE02241_UD,FLEXI New Classic Cordón Azul T-XS 3m,10.5,"Perro, F, Outdoor Paseo",Flexi
FLE02310_UD,FLEXI New Classic Cinta Rojo T-XS 3m,13.95,"Perro, F, Outdoor Paseo",Flexi
FLE02311_UD,FLEXI New Classic Cinta Azul T-XS 3m,13.95,"Perro, F, Outdoor Paseo",Flexi
FLE02312_UD,FLEXI New Classic Cinta Negro T-XS 3m,13.95,"Perro, F, Outdoor Paseo",Flexi
FLE02320_UD,FLEXI New Classic Cinta Rojo T-S 5m,16.95,"Perro, Outdoor Paseo, NOR",Flexi
FLE02322_UD,FLEXI New Classic Cinta Negro T-S 5m,16.95,"Perro, Outdoor Paseo, NOR",Flexi
FLW03042_UD,Feliway Optimum Difusor Mas Recambio 48 Ml 48 Ml,30.95,"Gato, B - digital, Salud Comportamiento, B",Feliway
FLW03043_UD,Feliway Optimum Recambio 48 Ml,28.95,"Gato, B - digital, AA, Salud Comportamiento",Feliway
FLW07294_UD,Feliway Optimum Recarga Para Difusores Feliway 3 Unidades 1 Unidad.,68.95,"Gato, F, Salud Comportamiento",Feliway
